trade_id,version,trade_date,maturity_date,counterparty,notional,currency,trade_type,status,ingested_at
9ffabda4-4cbf-494d-abc7-ac38165fd2b2,2,2025-07-04,2028-10-23,Guzman PLC,45583027.79,CHF,SWAP,ACTIVE,2026-05-31 14:45:05
0afead3c-0c15-48be-859a-71437629848c,1,2026-03-11,2028-08-16,Nguyen-Garcia,0,AUD,FUTURE,ACTIVE,2026-05-31 14:45:05
d0b8b0d5-a6cf-4dd5-bbe8-c4e2189419ad,1,2025-06-28,2026-04-29,Mccarty Turner and Bishop,25378022.33,INR,FUTURE,ACTIVE,2026-05-31 14:45:05
d96de7b8-a17e-4622-94e6-4dd507b5b3db,1,2026-02-08,2030-05-03,Miller Singh and Jones,12617298.89,AUD,FX_SPOT,ACTIVE,2026-05-31 14:45:05
4ca709af-1264-48ff-b2e5-ac38e9f2febd,1,2026-03-31,2027-04-30,Gomez Ltd,37947704.04,CHF,BOND,ACTIVE,2026-05-31 14:45:05
14973ed5-d8f9-4cc0-8b1d-825fa183eb0b,1,2025-06-12,2027-01-02,Collier-Kim,24885225.72,JPY,OPTION,ACTIVE,2026-05-31 14:45:05
7e1a9b96-46bf-4511-94bd-b07660e68e63,0,2026-01-14,2026-05-25,Cochran Lyons and Fisher,31430401.45,EUR,FUTURE,ACTIVE,2026-05-31 14:45:05
9ffabda4-4cbf-494d-abc7-ac38165fd2b2,1,2025-11-02,2029-09-01,Moore Meyers and Gutierrez,12691605.76,GBP,SWAP,ACTIVE,2026-05-31 14:45:05
d42857df-3ac1-44e1-a503-4788d37e6444,1,2025-08-18,2026-05-25,Golden-Frost,40187694.83,JPY,FX_SPOT,ACTIVE,2026-05-31 14:45:05
8ffe3c2c-7106-4642-a571-25b82f85c878,3,2025-10-12,2029-10-23,Mejia Phillips and Munoz,14887305.99,USD,FX_SPOT,ACTIVE,2026-05-31 14:45:05
96e6fc20-ad37-46e3-bb01-c86b0a7c8695,1,2025-06-12,2026-01-31,Greene Barron and Wyatt,44131978.04,INR,BOND,ACTIVE,2026-05-31 14:45:05
6b36d333-5fbf-4588-b68a-3f19f86112f9,1,2026-05-21,2026-05-02,Thompson-Farmer,21545424.4,INR,FX_SPOT,ACTIVE,2026-05-31 14:45:05
ee5c62be-3077-4b1d-9451-b4db1e75d8cf,1,2026-04-06,2025-09-05,Anderson-Brown,4156243.22,INR,FX_SPOT,ACTIVE,2026-05-31 14:45:05
e08dcb4d-011c-447a-9c3c-388c571f842f,1,2026-03-02,2027-12-07,Hall Group,45863709.21,GBP,FX_SPOT,ACTIVE,2026-05-31 14:45:05
d18aba74-18df-4bc3-a290-fac973b57a72,1,2025-07-09,2026-05-07,Contreras-Jones,25011006.42,GBP,OPTION,ACTIVE,2026-05-31 14:45:05
36347f7f-728b-4550-b921-ea5ef83af464,1,2025-09-17,2029-08-18,Bell Navarro and Barton,37421611.62,INR,FX_SPOT,ACTIVE,2026-05-31 14:45:05
f292a81b-b895-44db-b371-3b5111e4ec60,1,2025-11-27,2026-05-23,Sharp-Huff,38850861.33,AUD,FORWARD,ACTIVE,2026-05-31 14:45:05
1475309f-06f9-42db-9ecd-6986a42460d7,1,2025-08-15,2027-07-15,Tran Nguyen and Allen,20140938.75,EUR,FORWARD,ACTIVE,2026-05-31 14:45:05
6b36d333-5fbf-4588-b68a-3f19f86112f9,1,2025-07-31,2026-08-10,Chang LLC,45514733.69,USD,SWAP,ACTIVE,2026-05-31 14:45:05
d42857df-3ac1-44e1-a503-4788d37e6444,5,2025-06-20,2029-07-15,Bean LLC,32069466.92,GBP,SWAP,ACTIVE,2026-05-31 14:45:05
57825436-65ae-44dc-8a63-a0431b19e6e4,2,2025-08-20,2029-10-02,Wheeler-Hubbard,15664400.2,AUD,BOND,ACTIVE,2026-05-31 14:45:05
2f059f2e-46db-4b65-9d88-c866a43dbe9a,1,2025-12-27,2027-08-05,Phillips Hunt and Gibbs,43825294.21,EUR,OPTION,ACTIVE,2026-05-31 14:45:05
d8d3f479-e2ad-4870-8725-294fd3a37696,1,2026-03-04,2028-01-07,Williams-Ford,16565923.22,JPY,SWAP,ACTIVE,2026-05-31 14:45:05
c52486ec-5f66-437f-84c7-5b6ec03274db,1,2026-01-23,2028-05-26,Fowler Mann and Bridges,22704339.57,JPY,SWAP,ACTIVE,2026-05-31 14:45:05
7b84dbc4-41c2-4af6-81b6-42d6ea204945,5,2025-08-09,2025-12-30,Tucker Group,5380781.41,AUD,OPTION,ACTIVE,2026-05-31 14:45:05
c85d8c6a-10f0-4450-99cd-c8ff6b6f6a39,3,2025-11-18,2026-01-23,Frazier-Thomas,20774522.62,GBP,BOND,ACTIVE,2026-05-31 14:45:05
96e6fc20-ad37-46e3-bb01-c86b0a7c8695,1,2026-02-28,2031-05-11,Barnes Calhoun and Cain,12594571.16,AUD,SWAP,ACTIVE,2026-05-31 14:45:05
ff9fe5ca-5fcd-4ac5-abcb-6d59cc9bc690,0,2025-12-04,2028-05-21,Hamilton Ltd,6484237.25,INR,BOND,ACTIVE,2026-05-31 14:45:05
9ffabda4-4cbf-494d-abc7-ac38165fd2b2,1,2025-07-25,2025-08-18,Lee Mcdonald and Bailey,2570682.99,CHF,FUTURE,ACTIVE,2026-05-31 14:45:05
df977908-368d-4fa0-af22-d7b1fdd0244a,1,2025-10-08,2030-07-26,Smith Hall and Johnson,23416182.59,USD,OPTION,ACTIVE,2026-05-31 14:45:05
084f5e94-f7fe-4598-b4ce-670070aeb69e,1,2026-02-17,2025-09-19,Bryant-Graham,11089965.18,GBP,FUTURE,ACTIVE,2026-05-31 14:45:05
ff9fe5ca-5fcd-4ac5-abcb-6d59cc9bc690,1,2025-08-29,2026-04-25,Medina Chavez and Zimmerman,44870036.41,EUR,SWAP,ACTIVE,2026-05-31 14:45:05
fc0ab245-b31a-4ae0-bf8f-008974eca8a8,1,2026-05-21,2028-07-06,Hays-Vega,43333501.3,USD,FUTURE,ACTIVE,2026-05-31 14:45:05
2f059f2e-46db-4b65-9d88-c866a43dbe9a,0,2026-03-07,2031-04-16,Meyer and Sons,2363000.74,GBP,FUTURE,ACTIVE,2026-05-31 14:45:05
d0b8b0d5-a6cf-4dd5-bbe8-c4e2189419ad,5,2026-03-18,2026-05-09,Bates-Williams,21090763.99,AUD,FORWARD,ACTIVE,2026-05-31 14:45:05
14973ed5-d8f9-4cc0-8b1d-825fa183eb0b,1,2026-01-23,2026-02-26,Evans-Hanson,22847394.36,AUD,FORWARD,ACTIVE,2026-05-31 14:45:05
e1711a0b-9161-4844-9483-1f7c772fb96b,1,2025-07-04,2026-05-23,Knight and Sons,34306926.71,USD,SWAP,ACTIVE,2026-05-31 14:45:05
7e1a9b96-46bf-4511-94bd-b07660e68e63,1,2026-05-08,2026-05-18,Walker Berger and Gardner,26135875.17,AUD,SWAP,ACTIVE,2026-05-31 14:45:05
d96de7b8-a17e-4622-94e6-4dd507b5b3db,1,2025-07-28,2030-07-21,Anderson PLC,41658247.12,CHF,FORWARD,ACTIVE,2026-05-31 14:45:05
6a816e3d-8d78-4148-9873-329dbaf3b0f6,1,2025-11-30,2026-05-10,Ramos-Meyer,25070032.28,CHF,OPTION,ACTIVE,2026-05-31 14:45:05
e6a88267-9596-48d0-a1ef-57d8c8f20610,1,2026-05-15,2029-12-28,Mccoy Flores and Bryant,35540982.15,CHF,FUTURE,ACTIVE,2026-05-31 14:45:05
f292a81b-b895-44db-b371-3b5111e4ec60,1,2026-01-04,2028-07-31,Wilson-Brown,26764721.93,USD,FUTURE,ACTIVE,2026-05-31 14:45:05
7edc3a06-4824-4b68-a8d1-7fd212bb08b5,1,2025-11-06,2027-11-10,White Walker and Walls,36093179.09,CHF,FX_SPOT,ACTIVE,2026-05-31 14:45:05
c52486ec-5f66-437f-84c7-5b6ec03274db,0,2025-09-01,2029-05-06,Hunt-Jackson,4160786.41,INR,BOND,ACTIVE,2026-05-31 14:45:05
e7cc80bc-5da8-4d38-9200-294731277aaa,0,2026-04-13,2028-11-14,Thompson Group,9900883.49,JPY,BOND,ACTIVE,2026-05-31 14:45:05
90beb9c2-1ea1-4c9f-8fe3-04522e96e73e,1,2025-09-09,2025-10-09,Fox and Sons,18796036.48,EUR,FX_SPOT,ACTIVE,2026-05-31 14:45:05
1475309f-06f9-42db-9ecd-6986a42460d7,1,2026-03-07,2028-12-29,Phillips-Blevins,42950380.14,INR,OPTION,ACTIVE,2026-05-31 14:45:05
3f9c2069-d1d7-473c-a89a-d32373bd60f3,1,2026-04-30,2030-02-20,Gonzalez PLC,27913257.47,EUR,SWAP,ACTIVE,2026-05-31 14:45:05
6a816e3d-8d78-4148-9873-329dbaf3b0f6,1,2025-10-01,2028-09-09,Mcintosh PLC,9154595.13,USD,OPTION,ACTIVE,2026-05-31 14:45:05
f292a81b-b895-44db-b371-3b5111e4ec60,1,2025-07-19,2030-11-18,Allen PLC,46384562.24,CHF,OPTION,ACTIVE,2026-05-31 14:45:05
2f059f2e-46db-4b65-9d88-c866a43dbe9a,1,2025-07-21,2029-12-05,Mccall Ltd,0,GBP,FX_SPOT,ACTIVE,2026-05-31 14:45:05
df977908-368d-4fa0-af22-d7b1fdd0244a,1,2026-04-10,2028-04-11,Macias-Lowery,34687240.37,JPY,OPTION,ACTIVE,2026-05-31 14:45:05
055421eb-5290-413f-80e8-2ec73fc418cf,1,2025-12-05,2027-12-14,Nolan PLC,31965006.13,USD,FX_SPOT,ACTIVE,2026-05-31 14:45:05
11124e05-0ffa-406e-93b3-039c49394fd2,1,2025-09-03,2028-10-23,Miller Adams and Lyons,37253579.36,JPY,FORWARD,ACTIVE,2026-05-31 14:45:05
25f6fb54-7be0-40a5-ab1f-f0048f8731b4,1,2026-01-21,2028-04-30,Green-Cochran,38473870.14,EUR,BOND,ACTIVE,2026-05-31 14:45:05
6b36d333-5fbf-4588-b68a-3f19f86112f9,1,2025-06-23,2031-02-21,Chapman LLC,9242255.91,INR,OPTION,ACTIVE,2026-05-31 14:45:05
6a816e3d-8d78-4148-9873-329dbaf3b0f6,1,2025-11-09,2026-05-14,Cook Peck and Henson,33580399.08,CHF,BOND,ACTIVE,2026-05-31 14:45:05
0afead3c-0c15-48be-859a-71437629848c,0,2026-03-25,2029-12-06,Little Mckinney and Wilson,16238573.7,EUR,SWAP,ACTIVE,2026-05-31 14:45:05
f292a81b-b895-44db-b371-3b5111e4ec60,1,2025-07-04,2026-12-08,Flores Jones and Espinoza,35591132.58,CHF,SWAP,ACTIVE,2026-05-31 14:45:05
11124e05-0ffa-406e-93b3-039c49394fd2,1,2025-09-30,2030-01-15,Young Pennington and Fitzpatrick,30195768.69,GBP,OPTION,ACTIVE,2026-05-31 14:45:05
d0b8b0d5-a6cf-4dd5-bbe8-c4e2189419ad,1,2025-11-27,2027-12-23,Watkins Dean and Miller,41906228.12,USD,OPTION,ACTIVE,2026-05-31 14:45:05
d42857df-3ac1-44e1-a503-4788d37e6444,3,2025-06-27,2026-05-28,May Mcdowell and Anderson,37710590.82,GBP,FUTURE,ACTIVE,2026-05-31 14:45:05
b9715551-a95a-472e-b85a-9307dbe89974,1,2026-02-14,2026-01-24,Snyder Johnson and Cooke,38218795.69,INR,SWAP,ACTIVE,2026-05-31 14:45:05
d0b8b0d5-a6cf-4dd5-bbe8-c4e2189419ad,1,2025-11-02,2026-07-23,Green Scott and Lee,21550181.53,JPY,FORWARD,ACTIVE,2026-05-31 14:45:05
4af9df3d-c806-4d64-af36-f7955d07c6c2,1,2026-02-11,2027-08-16,Moran Group,37522528.79,AUD,SWAP,ACTIVE,2026-05-31 14:45:05
c85d8c6a-10f0-4450-99cd-c8ff6b6f6a39,5,2025-07-01,2027-09-15,Miller-Monroe,19341214.95,CHF,SWAP,ACTIVE,2026-05-31 14:45:05
d42857df-3ac1-44e1-a503-4788d37e6444,5,2025-11-13,2029-12-06,Adams Group,31779663.84,GBP,FORWARD,ACTIVE,2026-05-31 14:45:05
e1711a0b-9161-4844-9483-1f7c772fb96b,1,2026-01-23,2029-03-18,Sexton and Sons,25880373.98,INR,OPTION,ACTIVE,2026-05-31 14:45:05
e7cc80bc-5da8-4d38-9200-294731277aaa,1,2025-08-21,2027-02-20,Coleman-Jones,40701622.13,JPY,BOND,ACTIVE,2026-05-31 14:45:05
c52486ec-5f66-437f-84c7-5b6ec03274db,1,2025-08-02,2026-05-16,Lopez Adams and Vega,6507496.47,INR,FORWARD,ACTIVE,2026-05-31 14:45:05
11124e05-0ffa-406e-93b3-039c49394fd2,1,2026-04-27,2026-05-20,Wilson Clark and Martin,3294411.28,AUD,FX_SPOT,ACTIVE,2026-05-31 14:45:05
ff9fe5ca-5fcd-4ac5-abcb-6d59cc9bc690,1,2026-04-27,2029-06-02,Adams Inc,30508983.18,USD,FORWARD,ACTIVE,2026-05-31 14:45:05
e08dcb4d-011c-447a-9c3c-388c571f842f,4,2025-07-04,2030-10-28,White-Duarte,33415127.11,JPY,BOND,ACTIVE,2026-05-31 14:45:05
368b2722-97a5-4f4e-8c3e-cefb2f63449e,1,2025-12-06,2030-12-31,Frye-Walker,36165935.9,AUD,FORWARD,ACTIVE,2026-05-31 14:45:05
0ea0b415-79a8-4f41-89cb-6c654d40b4df,2,2025-10-09,2027-03-25,Barnes Mendoza and White,13996215.77,AUD,BOND,ACTIVE,2026-05-31 14:45:05
28a79cfd-7c34-4567-aa05-f82847777038,0,2026-02-26,2027-07-14,Kirby PLC,29560438.5,AUD,SWAP,ACTIVE,2026-05-31 14:45:05
262de0d7-8c68-4670-a3c9-025862e2cd96,0,2025-11-09,2027-03-26,Bishop Small and Harding,39733446.27,GBP,BOND,ACTIVE,2026-05-31 14:45:05
9b64d99e-b89e-44f1-9cf3-3cb0fc18d96f,1,2025-10-28,2025-10-04,Bishop Inc,21032556.72,AUD,BOND,ACTIVE,2026-05-31 14:45:05
e08dcb4d-011c-447a-9c3c-388c571f842f,1,2025-08-22,2026-07-17,George-Meadows,6351359.95,AUD,BOND,ACTIVE,2026-05-31 14:45:05
3aef10fb-8ea9-439a-a05e-89e68497bc57,1,2026-01-16,2027-06-22,Houston-Macdonald,46898739.17,JPY,FORWARD,ACTIVE,2026-05-31 14:45:05
d42857df-3ac1-44e1-a503-4788d37e6444,1,2026-04-10,2031-03-06,Skinner-Perez,22201113.5,GBP,FORWARD,ACTIVE,2026-05-31 14:45:05
7edc3a06-4824-4b68-a8d1-7fd212bb08b5,1,2025-12-30,2028-02-26,Lewis Lee and Sanchez,11415606.45,EUR,FORWARD,ACTIVE,2026-05-31 14:45:05
262de0d7-8c68-4670-a3c9-025862e2cd96,1,2025-06-06,2027-08-04,Garcia Floyd and Gutierrez,13347773.25,EUR,SWAP,ACTIVE,2026-05-31 14:45:05
0afead3c-0c15-48be-859a-71437629848c,1,2026-05-13,2030-08-31,Bradley-Torres,11329177.23,INR,FX_SPOT,ACTIVE,2026-05-31 14:45:05
5e9edeb0-f1bd-430a-9ccb-f221e3b35d59,1,2025-12-21,2026-10-13,Thornton Hinton and Martinez,22830486.14,JPY,SWAP,ACTIVE,2026-05-31 14:45:05
04027bd4-21d3-4fb5-a9a4-89faac86560e,1,2026-03-07,2030-09-21,Flores-Smith,18231671.93,AUD,FX_SPOT,ACTIVE,2026-05-31 14:45:05
3f9c2069-d1d7-473c-a89a-d32373bd60f3,1,2025-07-12,2026-01-27,Holmes Caldwell and West,46363638.68,GBP,SWAP,ACTIVE,2026-05-31 14:45:05
7edc3a06-4824-4b68-a8d1-7fd212bb08b5,1,2025-09-13,2027-05-23,Lewis Inc,343217.27,JPY,FORWARD,ACTIVE,2026-05-31 14:45:05
1475309f-06f9-42db-9ecd-6986a42460d7,1,2025-05-31,2027-04-16,Payne Bowman and Garcia,38482037.14,CHF,FORWARD,ACTIVE,2026-05-31 14:45:05
